ID,name,location,date,source,x,y,notes,top,bottom,clay,silt,sand,particle_density,bulk_density,FC,PWP,FastDP,SlowDP,total_porosity,dispertion_ratio,electric_conductivity,hydraulic_conductivity,infiltration_velocity,pH,organic_matter,N,P,K,MWDV
2118,INIA-UDEC_518,"Villa Frei, Valle Simpson",NA,CHLSOC,-72.11269808,-45.75145597,NA,14,32,3.2,29.7,67.1,NA,0.93,0.434,0.226,NA,NA,NA,NA,NA,NA,NA,5.26,3.65488,NA,NA,NA,NA
2118,INIA-UDEC_518,"Villa Frei, Valle Simpson",NA,CHLSOC,-72.11269808,-45.75145597,NA,32,47,4.3,30,65.7,NA,0.74,0.315,0.164,NA,NA,NA,NA,NA,NA,NA,5.42,3.74108,NA,NA,NA,NA
2118,INIA-UDEC_518,"Villa Frei, Valle Simpson",NA,CHLSOC,-72.11269808,-45.75145597,NA,47,57,5.3,23.3,71.4,NA,0.79,0.318,0.165,NA,NA,NA,NA,NA,NA,NA,5.45,2.51704,NA,NA,NA,NA
2118,INIA-UDEC_518,"Villa Frei, Valle Simpson",NA,CHLSOC,-72.11269808,-45.75145597,NA,57,80,7.6,34.7,57.7,NA,0.81,0.325,0.169,NA,NA,NA,NA,NA,NA,NA,5.48,4.10312,NA,NA,NA,NA
2119,INIA-UDEC_519,"Camino Seis Laguna, Valle Simpson",NA,CHLSOC,-72.19405994,-45.69169256,NA,0,13,6,31,63,NA,0.68,0.627,0.326,NA,NA,NA,NA,NA,NA,NA,4.78,12.80932,NA,NA,NA,NA
2119,INIA-UDEC_519,"Camino Seis Laguna, Valle Simpson",NA,CHLSOC,-72.19405994,-45.69169256,NA,13,26,4.6,23.1,72.3,NA,0.72,0.629,0.327,NA,NA,NA,NA,NA,NA,NA,4.92,5.172,NA,NA,NA,NA
2119,INIA-UDEC_519,"Camino Seis Laguna, Valle Simpson",NA,CHLSOC,-72.19405994,-45.69169256,NA,26,44,8,28.5,63.5,NA,0.74,0.251,0.131,NA,NA,NA,NA,NA,NA,NA,5.17,4.27552,NA,NA,NA,NA
2119,INIA-UDEC_519,"Camino Seis Laguna, Valle Simpson",NA,CHLSOC,-72.19405994,-45.69169256,NA,44,59,6,37.3,56.7,NA,0.62,0.355,0.185,NA,NA,NA,NA,NA,NA,NA,5.28,3.98244,NA,NA,NA,NA
2119,INIA-UDEC_519,"Camino Seis Laguna, Valle Simpson",NA,CHLSOC,-72.19405994,-45.69169256,NA,59,80,5.7,45.2,49.1,NA,0.62,0.392,0.204,NA,NA,NA,NA,NA,NA,NA,5.37,2.4136,NA,NA,NA,NA
2120,INIA-UDEC_520,El Claro camino a Cerro Huemules,NA,CHLSOC,-72.19467987,-45.59553961,NA,0,13,4.5,21.5,74,NA,0.73,0.314,0.163,NA,NA,NA,NA,NA,NA,NA,4.7,15.15396,NA,NA,NA,NA
2120,INIA-UDEC_520,El Claro camino a Cerro Huemules,NA,CHLSOC,-72.19467987,-45.59553961,NA,13,33,2.2,18.3,79.6,NA,0.76,0.24,0.125,NA,NA,NA,NA,NA,NA,NA,5.07,3.5342,NA,NA,NA,NA
2120,INIA-UDEC_520,El Claro camino a Cerro Huemules,NA,CHLSOC,-72.19467987,-45.59553961,NA,33,43,7.5,32.8,59.7,NA,0.66,0.246,0.128,NA,NA,NA,NA,NA,NA,NA,5.2,3.1032,NA,NA,NA,NA
2120,INIA-UDEC_520,El Claro camino a Cerro Huemules,NA,CHLSOC,-72.19467987,-45.59553961,NA,43,60,7.8,35.5,56.6,NA,0.59,0.316,0.164,NA,NA,NA,NA,NA,NA,NA,5.34,2.46532,NA,NA,NA,NA
2120,INIA-UDEC_520,El Claro camino a Cerro Huemules,NA,CHLSOC,-72.19467987,-45.59553961,NA,60,80,8.4,34.4,57.3,NA,0.61,0.333,0.173,NA,NA,NA,NA,NA,NA,NA,5.43,3.48248,NA,NA,NA,NA
2120,INIA-UDEC_520,El Claro camino a Cerro Huemules,NA,CHLSOC,-72.19467987,-45.59553961,NA,80,94,9.5,38.9,51.6,NA,0.44,0.313,0.162,NA,NA,NA,NA,NA,NA,NA,5.51,4.1376,NA,NA,NA,NA
2121,INIA-UDEC_521,Coyhaique Bajo terreno INIA/UACH,NA,CHLSOC,-72.01347312,-45.57205753,NA,7,22,8.3,28.3,63.5,NA,0.84,0.412,0.214,NA,NA,NA,NA,NA,NA,NA,5.35,12.79208,NA,NA,NA,NA
2121,INIA-UDEC_521,Coyhaique Bajo terreno INIA/UACH,NA,CHLSOC,-72.01347312,-45.57205753,NA,22,48,8.2,30.3,61.5,NA,0.85,0.314,0.164,NA,NA,NA,NA,NA,NA,NA,5.47,6.48224,NA,NA,NA,NA
2121,INIA-UDEC_521,Coyhaique Bajo terreno INIA/UACH,NA,CHLSOC,-72.01347312,-45.57205753,NA,48,73,9.4,34.9,55.8,NA,0.88,0.337,0.175,NA,NA,NA,NA,NA,NA,NA,5.3,3.98244,NA,NA,NA,NA
2121,INIA-UDEC_521,Coyhaique Bajo terreno INIA/UACH,NA,CHLSOC,-72.01347312,-45.57205753,NA,73,108,36.5,35.8,27.7,NA,1.01,0.298,0.155,NA,NA,NA,NA,NA,NA,NA,5.03,3.91348,NA,NA,NA,NA
2121,INIA-UDEC_521,Coyhaique Bajo terreno INIA/UACH,NA,CHLSOC,-72.01347312,-45.57205753,NA,108,118,29.9,37.7,32.4,NA,1.46,0.255,0.133,NA,NA,NA,NA,NA,NA,NA,4.85,1.53436,NA,NA,NA,NA
2122,INIA-UDEC_522,Mano negra sector cuesta Alvarado,NA,CHLSOC,-72.00266047,-45.44787081,NA,0,15,2.7,40,57.3,NA,0.74,0.329,0.171,NA,NA,NA,NA,NA,NA,NA,5.15,11.39564,NA,NA,NA,NA
2122,INIA-UDEC_522,Mano negra sector cuesta Alvarado,NA,CHLSOC,-72.00266047,-45.44787081,NA,15,23,3.1,20.5,76.3,NA,0.82,0.336,0.175,NA,NA,NA,NA,NA,NA,NA,5.19,4.4824,NA,NA,NA,NA
2122,INIA-UDEC_522,Mano negra sector cuesta Alvarado,NA,CHLSOC,-72.00266047,-45.44787081,NA,23,46,3,33.2,63.8,NA,0.82,0.357,0.185,NA,NA,NA,NA,NA,NA,NA,5.45,1.65504,NA,NA,NA,NA
2122,INIA-UDEC_522,Mano negra sector cuesta Alvarado,NA,CHLSOC,-72.00266047,-45.44787081,NA,46,93,5.7,22.2,72.2,NA,0.78,0.413,0.215,NA,NA,NA,NA,NA,NA,NA,5.65,1.51712,NA,NA,NA,NA
2122,INIA-UDEC_522,Mano negra sector cuesta Alvarado,NA,CHLSOC,-72.00266047,-45.44787081,NA,93,116,4.2,26.7,69.1,NA,0.89,0.335,0.174,NA,NA,NA,NA,NA,NA,NA,5.43,1.32748,NA,NA,NA,NA
2122,INIA-UDEC_522,Mano negra sector cuesta Alvarado,NA,CHLSOC,-72.00266047,-45.44787081,NA,116,155,4,25.8,70.1,NA,0.99,0.317,0.165,NA,NA,NA,NA,NA,NA,NA,5.38,1.08612,NA,NA,NA,NA
2124,INIA-UDEC_602,Valle Pangal,NA,CHLSOC,-72.60571986,-45.35511452,NA,0,10,5.7,24,70.3,NA,0.7,0.331,0.182,NA,NA,NA,NA,NA,NA,NA,5.57,13.98164,NA,NA,NA,NA
2124,INIA-UDEC_602,Valle Pangal,NA,CHLSOC,-72.60571986,-45.35511452,NA,10,23,3.6,22.6,73.9,NA,0.9,0.312,0.172,NA,NA,NA,NA,NA,NA,NA,5.15,8.41312,NA,NA,NA,NA
2124,INIA-UDEC_602,Valle Pangal,NA,CHLSOC,-72.60571986,-45.35511452,NA,23,35,1.5,22.4,76.1,NA,0.73,0.412,0.227,NA,NA,NA,NA,NA,NA,NA,4.71,16.41248,NA,NA,NA,NA
2124,INIA-UDEC_602,Valle Pangal,NA,CHLSOC,-72.60571986,-45.35511452,NA,36,64,4.7,23.1,72.2,NA,0.78,0.326,0.179,NA,NA,NA,NA,NA,NA,NA,4.96,9.25788,NA,NA,NA,NA
